movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"1177","Mike Newell","0","13200170","95","Period Drama,Drama","Enchanted April"
"1176","Krzysztof Kieslowski","0","2175939","98","Psychological Drama,Drama,Fantasy,Music,Mystery,Romance","Двойная жизнь Вероники"
"1175","Marc Caro,Jean-Pierre Jeunet","24000000","1804142","99","Dark Comedy,Satire,Comedy,Crime","Деликатесы"
"1173","Peter Greenaway","0","8526030","124","Dark Comedy,Crime,Drama","Повар, вор, его жена и её любовник"
"1172","Giuseppe Tornatore","5000000","13020497","174","Coming-of-Age,Drama,Romance","Новый кинотеатр «Парадизо»"
"1171","Tim Robbins","3900000","4479470","102","Satire,Comedy,Drama","Боб Робертс"
"1170","Phillip Rhee","0","0","90","Martial Arts,Action,Crime,Drama,Thriller","Лучшие из лучших 3"
"1167","Garry Marshall","22000000","7138523","112","Comedy","Дорогой Боженька"
"1163","Martine Dugowson","0","0","128","Drama","Мина Танненбаум"
"1162","Peter Medak","0","0","154","Dark Comedy,Parody,Satire,Comedy,Drama,Musical","The Ruling Class"
"1161","Volker Schlöndorff","0","7469","142","Drama,War","Die Blechtrommel"
"1156","Vittorio De Sica","0","0","84","Drama","I bambini ci guardano"
"1151","Jan Svankmajer","0","2117923","97","Folk Horror,Stop Motion Animation,Animation,Comedy,Drama,Fantasy,Horror","Урок Фауста"
"1150","Daniel Vigne","0","3723036","112","Period Drama,Biography,Crime,Drama,History,Mystery,Romance","Le retour de Martin Guerre"
"1148","Nick Park","0","0","29","Animal Adventure,Buddy Comedy,Farce,Slapstick,Stop Motion Animation,Animation,Comedy,Crime,Family,Mystery","Уоллес и Громит: Неправильные штаны"
"1147","Leon Gast","0","2789985","88","Boxing,Sports Documentary,Documentary,Sport","Когда мы были королями"
"1144","Susan Warms Dryfoos","0","50605","86","Biography,Documentary","The Line King: The Al Hirschfeld Story"
"1140","Michael Ray Rhodes","0","0","110","Biography,Drama,Romance","Entertaining Angels: The Dorothy Day Story"
"1137","Rick Castro,Bruce LaBruce","0","0","79","Drama,Romance","Белый хастлер"
"1136","Terry Gilliam,Terry Jones","229575","2817496","91","Farce,Parody,Quest,Satire,Sketch Comedy,Slapstick,Sword & Sorcery,Adventure,Comedy,Fantasy","Монти Пайтон и священный Грааль"
"1135","Howard Zieff","9500000","69847348","109","Satire,Comedy,War","Рядовой Бенджамин"
"1132","Claude Berri","0","3940542","113","Drama","Манон с источника"
"1131","Claude Berri","0","4940939","120","Comedy,Drama","Жан де Флоретт"
"1130","Joe Dante","1000000","17985893","91","Werewolf Horror,Horror","Вой"
"1129","John Carpenter","6000000","25276664","99","B-Action,Dystopian Sci-Fi,Urban Adventure,Action,Adventure,Sci-Fi","Побег из Нью-Йорка"
"1128","John Carpenter","1100000","21448830","89","Slasher Horror,Supernatural Horror,Horror,Thriller","The Fog"
"1127","James Cameron","70000000","90520202","140","Sea Adventure,Adventure,Drama,Mystery,Sci-Fi,Thriller","The Abyss"
"1126","Ate de Jong","6788000","13884358","103","Dark Comedy,Slapstick,Comedy,Drama,Fantasy","Drop Dead Fred"
"1125","Blake Edwards","5000000","41833423","113","Farce,Slapstick,Comedy,Crime,Mystery","Возвращение Розовой пантеры"
"1124","Mark Rydell","7500000","119285810","109","Drama","On Golden Pond"
"1123","R.J. Cutler,David Van Taylor","0","134485","105","Documentary","A Perfect Candidate"
"1121","Rich Wilkes","0","15134","100","Comedy","Блеск славы"
"1120","Milos Forman","36000000","20300385","130","Dark Comedy,Legal Drama,Political Drama,Showbiz Drama,Biography,Drama","Народ против Ларри Флинта"
"1119","Peter Cohn","0","38268","90","Drama","Алкаши"
"1117","Jaco Van Dormael","25000000","33031984","118","Comedy,Drama","День восьмой"
"1116","Benoît Jacquot","0","230049","90","Drama","Одинокая девушка"
"1114","Abel Ferrara","12500000","1227324","99","Crime,Drama","Похороны"
"1112","Alan Taylor","0","365284","92","Comedy,Crime","Город хулиганов"
"1111","Claude Nuridsany,Marie Pérennou","5000000","1433210","80","Nature Documentary,Documentary","Микрокосмос"
"1107","Erik Burke","0","0","84","Comedy","Loser"
"1105","Greg Spence","0","0","85","Horror,Thriller","Дети кукурузы 4: Сбор урожая"
"1104","Elia Kazan","1800000","53162","122","Tragedy,Drama","Трамвай «Желание»"
"1103","Nicholas Ray","1500000","217945","111","Coming-of-Age,Teen Drama,Drama","Rebel Without a Cause"
"1101","Tony Scott","15000000","357288178","109","Action Epic,Action,Drama","Лучший стрелок"
"1100","Tony Scott","60000000","157920733","107","Car Action,Motorsport,Action,Drama,Sport","Days of Thunder"
"1099","Edwin L. Marin","0","0","69","Holiday Family,Drama,Family,Fantasy,Holiday","Рождественский гимн"
"1097","Steven Spielberg","10500000","797307407","115","Coming-of-Age,Space Sci-Fi,Adventure,Family,Sci-Fi","E.T. the Extra-Terrestrial"
"1096","Alan J. Pakula","12000000","30036166","150","Tragedy,Drama,Romance","Выбор Софи"
"1095","James Foley","12500000","10726612","100","Workplace Drama,Crime,Drama,Mystery,Financial Drama","Гленгарри Глен Росс (Американцы)"
"1094","Neil Jordan","2300000","62548947","112","Psychological Drama,Psychological Thriller,Tragic Romance,Crime,Drama,Romance,Thriller","Жестокая игра"
"1093","Oliver Stone","38000000","34505119","140","Docudrama,Period Drama,Biography,Drama,Music","The Doors"
"1092","Paul Verhoeven","49000000","352927224","127","Erotic Thriller,Psychological Thriller,Suspense Mystery,Whodunnit,Drama,Mystery,Thriller","Основной инстинкт"
"1091","Ted Kotcheff","0","30218387","97","Dark Comedy,High-Concept Comedy,Slapstick,Adventure,Comedy,Crime","Weekend at Bernie's"
"1090","Oliver Stone","6000000","138545632","120","Drama,War","Взвод"
"1089","Quentin Tarantino","1200000","2932006","99","Gangster,Heist,Crime,Thriller","Бешеные псы"
"1088","Emile Ardolino","6000000","214577242","100","Coming-of-Age,Feel-Good Romance,Teen Romance,Drama,Music,Romance","Грязные танцы"
"1086","Alfred Hitchcock","1400000","45313","105","Crime,Drama,Mystery,Thriller","В случае убийства набирайте «М»"
"1085","John Sturges,Fred Zinnemann","5000000","67740","86","Adventure Epic,Epic,Quest,Sea Adventure,Adventure,Drama","The Old Man and the Sea"
"1084","Arthur Penn","2500000","1475","111","Caper,Docudrama,Period Drama,Tragedy,True Crime,Action,Biography,Crime,Drama","Бонни и Клайд"
"1083","Blake Edwards","12000000","0","160","Adventure Epic,Parody,Road Trip,Satire,Slapstick,Action,Adventure,Comedy,Family,Romance","The Great Race"
"1082","Michael Ritchie","1500000","0","110","Political Drama,Satire,Comedy,Drama","The Candidate"
"1081","Blake Edwards","0","28229440","134","Farce,High-Concept Comedy,Comedy,Music,Romance","Виктор/Виктория"
"1080","Terry Jones","4000000","20831345","94","Dark Comedy,Parody,Satire,Comedy","Житие Брайана по Монти Пайтон"
"1079","Charles Crichton,John Cleese","7500000","62493712","108","Caper,Dark Comedy,Screwball Comedy,Slapstick,Comedy,Crime","Рыбка по имени Ванда"
"1078","Woody Allen","2000000","136200","82","Satire,Slapstick,Comedy","Bananas"
"1077","Woody Allen","2000000","18344868","89","Dystopian Sci-Fi,Satire,Screwball Comedy,Slapstick,Time Travel,Comedy,Sci-Fi","Sleeper"
"1076","Jack Clayton","430000","30221","100","Psychological Horror,Supernatural Horror,Drama,Horror,Mystery","The Innocents"
"1073","Mel Stuart","3000000","687059","100","Classic Musical,Supernatural Fantasy,Adventure,Comedy,Family,Fantasy,Musical","Вилли Вонка и шоколадная фабрика"
"1068","Edward Dmytryk","250000","0","86","Film Noir,Crime,Drama,Mystery","Crossfire"
"1066","Mark Sandrich","991000","6662","109","Romantic Comedy,Comedy,Musical,Romance","Shall We Dance"
"1064","Tad Stones","0","0","81","Desert Adventure,Hand-Drawn Animation,Quest,Sword & Sorcery,Adventure,Animation,Comedy,Family,Fantasy,Musical","Аладдин и король разбойников"
"1061","Barry Levinson","44000000","165615285","147","Prison Drama,Teen Drama,Crime,Drama,Thriller","Спящие"
"1060","Doug Liman","200000","4555020","96","Dark Comedy,Comedy,Drama","Тусовщики"
"1059","Baz Luhrmann","14500000","147554998","120","Romantic Epic,Teen Romance,Tragedy,Tragic Romance,Drama,Romance","Ромео + Джульетта"
"1057","Woody Allen","20000000","9759200","101","Jukebox Musical,Comedy,Musical,Romance","Все говорят, что я люблю тебя"
"1056","Michael Winterbottom","7000000","409144","123","Period Drama,Tragedy,Drama,Romance","Джуд"
"1055","George P. Cosmatos","45000000","2312463","103","Political Thriller,Action,Thriller","Теневой заговор"
"1054","Spike Lee","2400000","5754249","120","Adventure,Drama,History","Садись в автобус"
"1053","John McNaughton","0","22891","101","True Crime,Crime,Drama","Нормальная жизнь"
"1051","Steve Buscemi","1300000","749741","95","Comedy,Drama","Истина в вине"
"1050","Al Pacino","0","1408575","112","Documentary,Drama","B поисках Ричарда"
"1049","Stephen Hopkins","55000000","38619405","110","Adventure,Drama,Thriller","Призрак и Тьма"
"1047","Renny Harlin","65000000","89456761","121","Dark Comedy,One-Person Army Action,Action,Crime,Drama,Holiday,Mystery,Thriller","Долгий поцелуй на ночь"
"1046","Hettie Macdonald","0","2176488","90","Coming-of-Age,Teen Drama,Teen Romance,Comedy,Drama,Romance","Красота"
"1043","Michael Pressman","0","4189233","93","Drama,Fantasy,Romance","Джиллиан на день рождения"
"1042","Tom Hanks","26000000","34585416","108","Teen Drama,Comedy,Drama,Music","То, что ты делаешь"
"1041","Mike Leigh","4500000","13417292","136","Comedy,Drama","Тайны и ложь"
"1040","Christopher Hampton","7000000","106606","95","Period Drama,Drama,Thriller","Секретный агент"
"1037","Brett Leonard","10000000","32100816","108","Cyberpunk,Tragedy,Horror,Sci-Fi","Газонокосильщик"
"1036","John McTiernan","28000000","143651650","132","Disaster,One-Person Army Action,Action,Holiday,Thriller","Крепкий орешек"
"1035","Robert Wise","8200000","159484051","172","Classic Musical,Epic,Period Drama,Biography,Drama,Family,Musical,Romance","Звуки музыки"
"1034","Matthew Bright","3000000","295493","104","Dark Comedy,Crime,Drama,Thriller","Шоссе"
"1033","Ted Berman,Richard Rich,Art Stevens","12000000","63456988","83","Animal Adventure,Adventure,Animation,Drama,Family","Лис и пёс"
"1032","Clyde Geronimi,Wilfred Jackson,Hamilton Luske","3000000","865","75","Hand-Drawn Animation,Adventure,Animation,Comedy,Family,Fantasy,Musical","Алиса в Стране чудес"
"1031","Robert Stevenson,Ward Kimball","20000000","844","117","Adventure,Animation,Comedy,Family,Fantasy,Musical","Bedknobs and Broomsticks"
"1030","Don Chaffey,Don Bluth","10000000","39588000","128","Hand-Drawn Animation,Adventure,Animation,Comedy,Family,Fantasy,Musical","Pete's Dragon"
"1029","Samuel Armstrong,Norman Ferguson,Wilfred Jackson","950000","3890","64","Animal Adventure,Hand-Drawn Animation,Adventure,Animation,Drama,Family,Fantasy,Musical","Дамбо"
"1028","Robert Stevenson","6000000","103125597","139","Classic Musical,Comedy,Family,Fantasy,Musical","Мэри Поппинс"
"1027","Kevin Reynolds","48000000","390493908","143","Swashbuckler,Action,Adventure,Drama,Romance","Робин Гуд: Принц воров"
"1025","Wolfgang Reitherman,Clyde Geronimi,David Hand","3000000","12000000","79","Hand-Drawn Animation,Adventure,Animation,Comedy,Family,Fantasy,Musical","Меч в камне"
"1024","Norman Ferguson,Clyde Geronimi,Jack Kinney","0","0","71","Animation,Comedy,Family,Fantasy,Musical","Три кабальеро"
"1023","Wolfgang Reitherman,Ben Sharpsteen","0","0","25","Animation,Comedy,Family,Musical,Short","Winnie the Pooh and the Blustery Day"
"1022","Clyde Geronimi,Wilfred Jackson,Hamilton Luske","2900000","96383330","74","Fairy Tale,Feel-Good Romance,Hand-Drawn Animation,Teen Romance,Animation,Family,Fantasy,Musical,Romance","Золушка"
"1021","William Dear","24000000","50236831","102","Baseball,High-Concept Comedy,Supernatural Fantasy,Comedy,Drama,Family,Fantasy,Sport","Ангелы у кромки поля"
"1020","Jon Turteltaub","14000000","154856263","98","Adventure,Comedy,Family,History,Sport","Крутые виражи"
"1019","Richard Fleischer","9000000","746","127","Globetrotting Adventure,Sea Adventure,Steampunk,Adventure,Drama,Family,Fantasy,Sci-Fi","20000 лье под водой"
"1018","Robert Stevenson","0","0","116","Animal Adventure,Comedy,Crime,Family,Thriller","That Darn Cat!"
"1017","Ken Annakin","5000000","40357287","126","Survival,Adventure,Family","Swiss Family Robinson"
"1016","Charles Barton","0","0","104","Slapstick,Comedy,Family,Fantasy","The Shaggy Dog"
"1015","Duwayne Dunham","0","41833324","84","Animal Adventure,Mountain Adventure,Quest,Survival,Adventure,Comedy,Drama,Family","Дорога домой: Невероятное путешествие"
"1014","David Swift","0","0","134","Comedy,Drama,Family","Pollyanna"
"1013","David Swift","0","29650385","129","Comedy,Family,Romance","The Parent Trap"
"1012","Robert Stevenson","0","91","83","Animal Adventure,Classical Western,Tragedy,Adventure,Drama,Family,Western","Old Yeller"
